Time,data
1608462036.3749292,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 30}"
1608462036.385181,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 1, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 31}"
1608462036.3952453,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 32}"
1608462036.4048417,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 33}"
1608462036.4149728,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 34}"
1608462036.424893,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 35}"
1608462036.4352603,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 1, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 36}"
1608462036.4449885,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 37}"
1608462036.4552603,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 38}"
1608462036.4648743,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 39}"
1608462036.4755547,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 40}"
1608462036.485378,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 1, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 41}"
1608462036.4952443,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 42}"
1608462036.5063977,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 43}"
1608462036.5151463,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 44}"
1608462036.5252156,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 45}"
1608462036.536204,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 1, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 46}"
1608462036.5453935,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 47}"
1608462036.5550554,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 48}"
1608462036.5651102,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 49}"
1608462036.5751064,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 50}"
1608462036.5852044,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 1, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 51}"
1608462036.5956292,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 52}"
1608462036.6049244,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 53}"
1608462036.6147351,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 54}"
1608462036.6246777,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 55}"
1608462036.634806,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 1, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 56}"
1608462036.6445339,"{'Stat_Byte0_GPS_Mode': 1, 'Stat_Byte0_Standstill': 1, 'Stat_Byte0_Skidding': 0, 'Stat_Byte0_External_Vel_Out': 0, 'Stat_Byte1_Trig_GPS': 0, 'Stat_Byte1_Signal_IN3': 0, 'Stat_Byte1_Signal_IN2': 0, 'Stat_Byte1_Signal_IN1': 0, 'Stat_Byte1_Alignment': 0, 'Stat_Byte1_AHRS_INS': 1, 'Stat_Byte1_Deadreckoning': 0, 'Stat_Byte1_SyncLock': 1, 'Stat_Byte2_EVK_activ': 0, 'Stat_Byte2_EVK_Estimates': 0, 'Stat_Byte2_Tilt': 0, 'Stat_Byte2_Pos': 0, 'Stat_Byte3_Count': 57}"
